,date,nofsales,L7,L14,L21,L91,MA8,holiday,day,weekday,month,weekend,firstdays,lastdays,middledays,odd,December,season_autumn,season_spring,season_summer,season_winter,quarter_q1,quarter_q2,quarter_q3,quarter_q4,sumwin_s,sumwin_w,week,montlyaverage,weekdailyaverage,dailyaverage,weeklyaverage,predict,error,abserror,ape
4467,2019-05-02,9,1.0,8.0,9.0,5.0,5.0,0,2,3,5,False,True,False,False,1,False,0,1,0,0,0,1,0,0,1,0,1,11.42741935483871,11.923444976076555,12.382775119617225,10.607655502392344,11,-2,2,0.19999990000005
4468,2019-05-03,10,9.0,1.0,16.0,6.0,6.0,0,3,4,5,False,True,False,False,0,False,0,1,0,0,0,1,0,0,1,0,1,11.42741935483871,13.038277511961722,11.923444976076555,10.607655502392344,11,-1,1,0.09523804988664292
4469,2019-05-04,2,2.0,0.0,9.0,4.0,6.125,0,4,5,5,True,True,False,False,1,False,0,1,0,0,0,1,0,0,1,0,1,11.42741935483871,15.524038461538462,13.038277511961722,10.607655502392344,4,-2,2,0.6666655555574075
4470,2019-05-05,0,0.0,0.0,0.0,0.0,6.125,0,5,6,5,True,True,False,False,0,False,0,1,0,0,0,1,0,0,1,0,1,11.42741935483871,0.6634615384615384,15.524038461538462,10.607655502392344,0,0,0,0.0
4471,2019-05-06,14,10.0,0.0,6.0,11.0,6.125,0,6,0,5,False,True,False,False,0,False,0,1,0,0,0,1,0,0,1,0,2,11.42741935483871,10.052884615384615,0.6634615384615384,12.382775119617225,11,3,3,0.2399999040000384
4497,2019-06-01,2,7.0,3.0,2.0,11.0,6.625,0,1,5,6,True,True,False,False,1,False,0,0,1,0,0,1,0,0,1,0,1,8.891666666666667,15.524038461538462,10.607655502392344,10.607655502392344,8,-6,6,1.1999988000012
4498,2019-06-02,0,0.0,0.0,0.0,0.0,6.0,0,2,6,6,True,True,False,False,0,False,0,0,1,0,0,1,0,0,1,0,1,8.891666666666667,0.6634615384615384,12.382775119617225,10.607655502392344,0,0,0,0.0
4499,2019-06-03,5,0.0,10.0,8.0,9.0,6.0,0,3,0,6,False,True,False,False,0,False,0,0,1,0,0,1,0,0,1,0,2,8.891666666666667,10.052884615384615,11.923444976076555,12.382775119617225,7,-2,2,0.33333305555578707
4500,2019-06-04,5,12.0,3.0,9.0,12.0,6.625,0,4,1,6,False,True,False,False,1,False,0,0,1,0,0,1,0,0,1,0,2,8.891666666666667,10.607655502392344,13.038277511961722,12.382775119617225,9,-4,4,0.5714281632655976
4501,2019-06-05,7,15.0,12.0,12.0,21.0,5.75,0,5,2,6,False,True,False,False,0,False,0,0,1,0,0,1,0,0,1,0,2,8.891666666666667,12.382775119617225,15.524038461538462,12.382775119617225,10,-3,3,0.3529409688582536
4502,2019-06-06,3,7.0,10.0,5.0,3.0,4.75,0,6,3,6,False,True,False,False,1,False,0,0,1,0,0,1,0,0,1,0,2,8.891666666666667,11.923444976076555,0.6634615384615384,12.382775119617225,8,-5,5,0.9090900826453795
4527,2019-07-01,34,8.0,6.0,2.0,12.0,3.25,0,1,0,7,False,True,False,False,0,False,0,0,1,0,0,0,1,0,1,0,1,9.382113821138212,10.052884615384615,10.607655502392344,10.607655502392344,24,10,10,0.3448275267538747
4528,2019-07-02,17,3.0,10.0,2.0,11.0,6.5,0,2,1,7,False,True,False,False,1,False,0,0,1,0,0,0,1,0,1,0,1,9.382113821138212,10.607655502392344,12.382775119617225,10.607655502392344,10,7,7,0.5185183264746939
4529,2019-07-03,19,8.0,9.0,2.0,8.0,8.25,0,3,2,7,False,True,False,False,0,False,0,0,1,0,0,0,1,0,1,0,1,9.382113821138212,12.382775119617225,11.923444976076555,10.607655502392344,12,7,7,0.45161275754427177
4530,2019-07-04,13,4.0,3.0,8.0,11.0,9.625,1,4,3,7,False,True,False,False,1,False,0,0,1,0,0,0,1,0,1,0,1,9.382113821138212,11.923444976076555,13.038277511961722,10.607655502392344,10,3,3,0.26086945179589055
4531,2019-07-05,13,1.0,12.0,5.0,5.0,10.75,0,5,4,7,False,True,False,False,0,False,0,0,1,0,0,0,1,0,1,0,1,9.382113821138212,13.038277511961722,15.524038461538462,10.607655502392344,9,4,4,0.3636361983471826
4532,2019-07-06,4,2.0,5.0,3.0,10.0,12.25,0,6,5,7,True,True,False,False,1,False,0,0,1,0,0,0,1,0,1,0,1,9.382113821138212,15.524038461538462,0.6634615384615384,10.607655502392344,5,-1,1,0.22222197530891633
